slot,interval,lp_purchase_kwh,milp_purchase_kwh,lp_charge_kwh,milp_charge_kwh,lp_discharge_kwh,milp_discharge_kwh,lp_spill_kwh,milp_spill_kwh,lp_soc_close_kwh,milp_soc_close_kwh,milp_z,frozen_lp_purchase_kwh,frozen_lp_charge_kwh,frozen_lp_discharge_kwh
44,07:10-07:20,0.000000000000,0.000000000000,0.000000000000,0.000000000000,410.066700000000,410.066700000000,0.000000000000,0.000000000000,5259.583018518519,5259.583018518519,0,0.000000000000,0.000000000000,410.066700000000
45,07:20-07:30,0.000000000000,0.000000000000,0.000000000000,0.000000000000,356.996783333333,356.996783333333,0.000000000000,0.000000000000,4862.919925925926,4862.919925925926,0,0.000000000000,0.000000000000,356.996783333300
46,07:30-07:40,0.000003542443,0.000003542443,0.000000000000,0.000000000000,283.363563124224,283.363563124224,0.000000000000,0.000000000000,4548.071522454566,4548.071522454566,0,0.000003542400,0.000000000000,283.363563124200
47,07:40-07:50,0.000000000000,0.000000000000,0.000000000000,0.000000000000,320.684116666667,320.684116666667,0.000000000000,0.000000000000,4191.755837269380,4191.755837269380,0,0.000000000000,0.000000000000,320.684116666700
48,07:50-08:00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,418.421450000000,418.421450000000,0.000000000000,0.000000000000,3726.843115047158,3726.843115047158,0,0.000000000000,0.000000000000,418.421450000000
49,08:00-08:10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,381.910783333333,381.910783333333,0.000000000000,0.000000000000,3302.497800232343,3302.497800232343,0,0.000000000000,0.000000000000,381.910783333300
50,08:10-08:20,0.000000000000,0.000000000000,0.000000000000,0.000000000000,309.556350000000,309.556350000000,0.000000000000,0.000000000000,2958.546300232343,2958.546300232343,0,0.000000000000,0.000000000000,309.556350000000
51,08:20-08:30,0.000000000000,0.000000000000,0.000000000000,0.000000000000,264.619400000000,264.619400000000,0.000000000000,0.000000000000,2664.524744676788,2664.524744676788,0,0.000000000000,0.000000000000,264.619400000000
52,08:30-08:40,0.000000000000,0.000000000000,0.000000000000,0.000000000000,213.740800000000,213.740800000000,0.000000000000,0.000000000000,2427.034966899010,2427.034966899010,0,0.000000000000,0.000000000000,213.740800000000
53,08:40-08:50,0.000000000000,0.000000000000,0.000000000000,0.000000000000,178.558916666667,178.558916666667,0.000000000000,0.000000000000,2228.636170602713,2228.636170602713,0,0.000000000000,0.000000000000,178.558916666700
54,08:50-09:00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,155.392116666667,155.392116666667,0.000000000000,0.000000000000,2055.978263195306,2055.978263195306,0,0.000000000000,0.000000000000,155.392116666700
55,09:00-09:10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,112.259500000000,112.259500000000,0.000000000000,0.000000000000,1931.245485417528,1931.245485417528,0,0.000000000000,0.000000000000,112.259500000000
56,09:10-09:20,0.000000000000,0.000000000000,0.000000000000,0.000000000000,64.396866666667,64.396866666667,0.000000000000,0.000000000000,1859.693411343454,1859.693411343454,0,0.000000000000,0.000000000000,64.396866666700
57,09:20-09:30,0.000000000000,0.000000000000,0.000000000000,0.000000000000,22.562250000000,22.562250000000,0.000000000000,0.000000000000,1834.624244676787,1834.624244676787,0,0.000000000000,0.000000000000,22.562250000000
58,09:30-09:40,0.000000000000,0.000000000000,17.424066666667,17.424066666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1850.305904676787,1850.305904676787,1,0.000000000000,17.424066666700,0.000000000000
59,09:40-09:50,0.000000000000,0.000000000000,52.837766666667,52.837766666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1897.859894676787,1897.859894676787,1,0.000000000000,52.837766666700,0.000000000000
60,09:50-10:00,0.000000000000,0.000000000000,84.562416666667,84.562416666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1973.966069676787,1973.966069676787,1,0.000000000000,84.562416666700,0.000000000000
61,10:00-10:10,0.000000000000,0.000000000000,116.983583333333,116.983583333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2079.251294676787,2079.251294676787,1,0.000000000000,116.983583333300,0.000000000000
62,10:10-10:20,0.000000000000,0.000000000000,146.660600000000,146.660600000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2211.245834676787,2211.245834676787,1,0.000000000000,146.660600000000,0.000000000000
63,10:20-10:30,0.000000000000,0.000000000000,173.520250000000,173.520250000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2367.414059676787,2367.414059676787,1,0.000000000000,173.520250000000,0.000000000000
64,10:30-10:40,0.000000000000,0.000000000000,201.029083333333,201.029083333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2548.340234676787,2548.340234676787,1,0.000000000000,201.029083333300,0.000000000000
65,10:40-10:50,0.000000000000,0.000000000000,225.406116666667,225.406116666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2751.205739676787,2751.205739676787,1,0.000000000000,225.406116666700,0.000000000000
66,10:50-11:00,0.000000000000,0.000000000000,244.009250000000,244.009250000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2970.814064676787,2970.814064676787,1,0.000000000000,244.009250000000,0.000000000000
67,11:00-11:10,575.170916666666,575.170916666666,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,3720.814064676787,3720.814064676787,1,575.170916666700,833.333333333300,0.000000000000
68,11:10-11:20,0.000000000000,0.000000000000,272.631533333333,272.631533333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,3966.182444676787,3966.182444676787,1,0.000000000000,272.631533333300,0.000000000000
69,11:20-11:30,0.000000000000,0.000000000000,284.320983333333,284.320983333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,4222.071329676787,4222.071329676787,1,0.000000000000,284.320983333300,0.000000000000
70,11:30-11:40,179.277167025796,179.277167025796,468.578633692463,468.578633692463,0.000000000000,0.000000000000,0.000000000000,0.000000000000,4643.792100000004,4643.792100000004,1,179.277167025800,468.578633692500,0.000000000000
71,11:40-11:50,520.124516666667,520.124516666667,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,5393.792100000004,5393.792100000004,1,520.124516666700,833.333333333300,0.000000000000
72,11:50-12:00,486.402900000000,486.402900000000,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6143.792100000004,6143.792100000004,1,486.402900000000,833.333333333300,0.000000000000
73,12:00-12:10,480.412450000000,480.412450000000,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6893.792100000004,6893.792100000004,1,480.412450000000,833.333333333300,0.000000000000
74,12:10-12:20,485.300000000000,485.300000000000,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,7643.792100000004,7643.792100000004,1,485.300000000000,833.333333333300,0.000000000000
75,12:20-12:30,488.606966666667,488.606966666667,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,8393.792100000004,8393.792100000004,1,488.606966666700,833.333333333300,0.000000000000
76,12:30-12:40,498.270733333333,498.270733333333,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9143.792100000004,9143.792100000004,1,498.270733333300,833.333333333300,0.000000000000
77,12:40-12:50,0.000000000000,0.000000000000,304.551766666666,304.551766666666,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9417.888690000003,9417.888690000003,1,0.000000000000,304.551766666700,0.000000000000
78,12:50-13:00,0.000000000000,0.000000000000,264.507183333333,264.507183333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9655.945155000003,9655.945155000003,1,0.000000000000,264.507183333300,0.000000000000
79,13:00-13:10,0.000000000000,0.000000000000,242.507550000000,242.507550000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,9874.201950000002,9874.201950000002,1,0.000000000000,242.507550000000,0.000000000000
80,13:10-13:20,0.000000000000,0.000000000000,223.075583333333,223.075583333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10074.969975000002,10074.969975000002,1,0.000000000000,223.075583333300,0.000000000000
81,13:20-13:30,0.000000000000,0.000000000000,198.759316666667,198.759316666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10253.853360000001,10253.853360000001,1,0.000000000000,198.759316666700,0.000000000000
82,13:30-13:40,0.000000000000,0.000000000000,177.359816666667,177.359816666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10413.477195000001,10413.477195000001,1,0.000000000000,177.359816666700,0.000000000000
83,13:40-13:50,0.000000000000,0.000000000000,151.740300000000,151.740300000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10550.043465000001,10550.043465000001,1,0.000000000000,151.740300000000,0.000000000000
84,13:50-14:00,0.000000000000,0.000000000000,120.035033333333,120.035033333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10658.074995000001,10658.074995000001,1,0.000000000000,120.035033333300,0.000000000000
85,14:00-14:10,0.000000000000,0.000000000000,87.814450000000,87.814450000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10737.108000000000,10737.108000000000,1,0.000000000000,87.814450000000,0.000000000000
86,14:10-14:20,0.000000000000,0.000000000000,53.624866666667,53.624866666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10785.370380000000,10785.370380000000,1,0.000000000000,53.624866666700,0.000000000000
87,14:20-14:30,0.000000000000,0.000000000000,16.255133333333,16.255133333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,1,0.000000000000,16.255133333300,0.000000000000
88,14:30-14:40,0.000000000000,0.000000000000,0.000000000000,0.000000000000,23.781366666667,23.781366666667,0.000000000000,0.000000000000,10773.576259259260,10773.576259259260,0,0.000000000000,0.000000000000,23.781366666700
89,14:40-14:50,0.000000000000,0.000000000000,0.000000000000,0.000000000000,67.320016666667,67.320016666667,0.000000000000,0.000000000000,10698.776240740741,10698.776240740741,0,0.000000000000,0.000000000000,67.320016666700
90,14:50-15:00,112.089866666667,112.089866666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10698.776240740741,10698.776240740741,0,112.089866666700,0.000000000000,0.000000000000
91,15:00-15:10,266.732693621399,266.732693621399,112.470843621399,112.470843621399,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,1,266.732693621400,112.470843621400,0.000000000000
92,15:10-15:20,197.523516666667,197.523516666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,197.523516666700,0.000000000000,0.000000000000
93,15:20-15:30,244.814033333333,244.814033333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,244.814033333300,0.000000000000,0.000000000000
94,15:30-15:40,295.534616666667,295.534616666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,295.534616666700,0.000000000000,0.000000000000
95,15:40-15:50,345.777500000000,345.777500000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,345.777500000000,0.000000000000,0.000000000000
96,15:50-16:00,394.931483333333,394.931483333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,394.931483333300,0.000000000000,0.000000000000
97,16:00-16:10,445.431650000000,445.431650000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,445.431650000000,0.000000000000,0.000000000000
98,16:10-16:20,495.696583333333,495.696583333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,495.696583333300,0.000000000000,0.000000000000
99,16:20-16:30,547.119050000000,547.119050000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,547.119050000000,0.000000000000,0.000000000000
100,16:30-16:40,599.985433333333,599.985433333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,599.985433333300,0.000000000000,0.000000000000
101,16:40-16:50,635.429750000000,635.429750000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,635.429750000000,0.000000000000,0.000000000000
102,16:50-17:00,660.830683333333,660.830683333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,660.830683333300,0.000000000000,0.000000000000
103,17:00-17:10,702.036933333333,702.036933333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,702.036933333300,0.000000000000,0.000000000000
104,17:10-17:20,738.065783333333,738.065783333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,738.065783333300,0.000000000000,0.000000000000
105,17:20-17:30,775.944716666667,775.944716666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,775.944716666700,0.000000000000,0.000000000000
106,17:30-17:40,826.083250000000,826.083250000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,826.083250000000,0.000000000000,0.000000000000
107,17:40-17:50,762.422800000000,762.422800000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,762.422800000000,0.000000000000,0.000000000000
108,17:50-18:00,636.982616666667,636.982616666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10800.000000000000,10800.000000000000,0,636.982616666700,0.000000000000,0.000000000000
109,18:00-18:10,531.894050000000,531.894050000000,0.000000000000,0.000000000000,109.267250000000,109.267250000000,0.000000000000,0.000000000000,10678.591944444444,10678.591944444444,0,531.894050000000,0.000000000000,109.267250000000
110,18:10-18:20,678.830533333333,678.830533333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10678.591944444444,10678.591944444444,0,678.830533333300,0.000000000000,0.000000000000
111,18:20-18:30,686.268500000000,686.268500000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10678.591944444444,10678.591944444444,0,686.268500000000,0.000000000000,0.000000000000
112,18:30-18:40,696.504383333333,696.504383333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,10678.591944444444,10678.591944444444,0,696.504383333300,0.000000000000,0.000000000000
113,18:40-18:50,0.000000000000,0.000000000000,0.000000000000,0.000000000000,704.634266666667,704.634266666667,0.000000000000,0.000000000000,9895.664981481481,9895.664981481481,0,0.000000000000,0.000000000000,704.634266666700
114,18:50-19:00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,706.484033333333,706.484033333333,0.000000000000,0.000000000000,9110.682722222222,9110.682722222222,0,0.000000000000,0.000000000000,706.484033333300
115,19:00-19:10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,707.406466666667,707.406466666667,0.000000000000,0.000000000000,8324.675537037037,8324.675537037037,0,0.000000000000,0.000000000000,707.406466666700
116,19:10-19:20,0.000000000000,0.000000000000,0.000000000000,0.000000000000,708.553000000000,708.553000000000,0.000000000000,0.000000000000,7537.394425925927,7537.394425925927,0,0.000000000000,0.000000000000,708.553000000000
117,19:20-19:30,0.000000000000,0.000000000000,0.000000000000,0.000000000000,709.446883333333,709.446883333333,0.000000000000,0.000000000000,6749.120111111112,6749.120111111112,0,0.000000000000,0.000000000000,709.446883333300
118,19:30-19:40,0.000000000000,0.000000000000,0.000000000000,0.000000000000,711.232450000000,711.232450000000,0.000000000000,0.000000000000,5958.861833333334,5958.861833333334,0,0.000000000000,0.000000000000,711.232450000000
119,19:40-19:50,0.000000000000,0.000000000000,0.000000000000,0.000000000000,711.662500000000,711.662500000000,0.000000000000,0.000000000000,5168.125722222223,5168.125722222223,0,0.000000000000,0.000000000000,711.662500000000
120,19:50-20:00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,711.445033333333,711.445033333333,0.000000000000,0.000000000000,4377.631240740741,4377.631240740741,0,0.000000000000,0.000000000000,711.445033333300
121,20:00-20:10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,713.704083333333,713.704083333333,0.000000000000,0.000000000000,3584.626703703704,3584.626703703704,0,0.000000000000,0.000000000000,713.704083333300
122,20:10-20:20,0.000000000000,0.000000000000,0.000000000000,0.000000000000,715.284150000000,715.284150000000,0.000000000000,0.000000000000,2789.866537037037,2789.866537037037,0,0.000000000000,0.000000000000,715.284150000000
123,20:20-20:30,0.000000000000,0.000000000000,0.000000000000,0.000000000000,715.226850000000,715.226850000000,0.000000000000,0.000000000000,1995.170037037037,1995.170037037037,0,0.000000000000,0.000000000000,715.226850000000
124,20:30-20:40,0.000000000000,0.000000000000,0.000000000000,0.000000000000,715.653033333333,715.653033333333,0.000000000000,0.000000000000,1200.000000000000,1200.000000000000,0,0.000000000000,0.000000000000,715.653033333300
125,20:40-20:50,715.868916666667,715.868916666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1200.000000000000,1200.000000000000,0,715.868916666700,0.000000000000,0.000000000000
126,20:50-21:00,717.005116666667,717.005116666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1200.000000000000,1200.000000000000,0,717.005116666700,0.000000000000,0.000000000000
127,21:00-21:10,720.160300000000,720.160300000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1200.000000000000,1200.000000000000,0,720.160300000000,0.000000000000,0.000000000000
128,21:10-21:20,717.054866666667,717.054866666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1200.000000000000,1200.000000000000,0,717.054866666700,0.000000000000,0.000000000000
129,21:20-21:30,720.445966666667,720.445966666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1200.000000000000,1200.000000000000,0,720.445966666700,0.000000000000,0.000000000000
130,21:30-21:40,738.134716666667,738.134716666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1200.000000000000,1200.000000000000,0,738.134716666700,0.000000000000,0.000000000000
