date,issue_time,issue_slot,target_slot,interval,original_plan_kwh,new_effective_plan_kwh,change_kwh,train_end_date
2025-02-01,00:00,0,28,04:30-04:40,571.7211133333333,571.7211133333333,0.0,2025-01-31
2025-02-01,00:00,0,29,04:40-04:50,580.7027927777776,580.7027927777776,0.0,2025-01-31
2025-02-01,00:00,0,30,04:50-05:00,572.2043888888888,572.2043888888888,0.0,2025-01-31
2025-02-01,00:00,0,31,05:00-05:10,569.2105394444445,569.2105394444445,0.0,2025-01-31
2025-02-01,00:00,0,32,05:10-05:20,588.7768794444444,588.7768794444444,0.0,2025-01-31
2025-02-01,00:00,0,33,05:20-05:30,591.2669444444444,591.2669444444444,0.0,2025-01-31
2025-02-01,00:00,0,34,05:30-05:40,1420.4906849999998,1420.4906849999998,0.0,2025-01-31
2025-02-01,00:00,0,35,05:40-05:50,312.6957812888897,312.6957812888897,0.0,2025-01-31
2025-02-01,00:00,0,36,05:50-06:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,37,06:00-06:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,38,06:10-06:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,39,06:20-06:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,40,06:30-06:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,41,06:40-06:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,42,06:50-07:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,43,07:00-07:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,44,07:10-07:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,45,07:20-07:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,46,07:30-07:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,47,07:40-07:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,48,07:50-08:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,49,08:00-08:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,50,08:10-08:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,51,08:20-08:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,52,08:30-08:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,53,08:40-08:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,54,08:50-09:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,55,09:00-09:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,56,09:10-09:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,57,09:20-09:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,58,09:30-09:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,59,09:40-09:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,60,09:50-10:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,61,10:00-10:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,62,10:10-10:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,63,10:20-10:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,64,10:30-10:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,65,10:40-10:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,66,10:50-11:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,67,11:00-11:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,68,11:10-11:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,69,11:20-11:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,70,11:30-11:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,71,11:40-11:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,72,11:50-12:00,482.78552777777776,482.78552777777776,0.0,2025-01-31
2025-02-01,00:00,0,73,12:00-12:10,467.7828896666667,467.7828896666667,0.0,2025-01-31
2025-02-01,00:00,0,74,12:10-12:20,505.87597999999986,505.87597999999986,0.0,2025-01-31
2025-02-01,00:00,0,75,12:20-12:30,543.2884438888887,543.2884438888887,0.0,2025-01-31
2025-02-01,00:00,0,76,12:30-12:40,544.8519822222224,544.8519822222224,0.0,2025-01-31
2025-02-01,00:00,0,77,12:40-12:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,78,12:50-13:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,79,13:00-13:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,80,13:10-13:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,81,13:20-13:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,82,13:30-13:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,83,13:40-13:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,84,13:50-14:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,85,14:00-14:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,86,14:10-14:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,87,14:20-14:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,88,14:30-14:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,89,14:40-14:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,90,14:50-15:00,192.97700000000017,192.97700000000017,0.0,2025-01-31
2025-02-01,00:00,0,91,15:00-15:10,522.465414650206,522.465414650206,0.0,2025-01-31
2025-02-01,00:00,0,92,15:10-15:20,244.4767683333334,244.4767683333334,0.0,2025-01-31
2025-02-01,00:00,0,93,15:20-15:30,309.1163688888889,309.1163688888889,0.0,2025-01-31
2025-02-01,00:00,0,94,15:30-15:40,350.891560888889,350.891560888889,0.0,2025-01-31
2025-02-01,00:00,0,95,15:40-15:50,410.13147611111117,410.13147611111117,0.0,2025-01-31
2025-02-01,00:00,0,96,15:50-16:00,435.2627711111113,435.2627711111113,0.0,2025-01-31
2025-02-01,00:00,0,97,16:00-16:10,441.97777133333324,441.97777133333324,0.0,2025-01-31
2025-02-01,00:00,0,98,16:10-16:20,459.40856655555575,459.40856655555575,0.0,2025-01-31
2025-02-01,00:00,0,99,16:20-16:30,518.2665566666668,518.2665566666668,0.0,2025-01-31
2025-02-01,00:00,0,100,16:30-16:40,524.0421592222219,524.0421592222219,0.0,2025-01-31
2025-02-01,00:00,0,101,16:40-16:50,481.10808522222266,481.10808522222266,0.0,2025-01-31
2025-02-01,00:00,0,102,16:50-17:00,430.9944722222222,430.9944722222222,0.0,2025-01-31
2025-02-01,00:00,0,103,17:00-17:10,454.44644888888894,454.44644888888894,0.0,2025-01-31
2025-02-01,00:00,0,104,17:10-17:20,469.94481666666655,469.94481666666655,0.0,2025-01-31
2025-02-01,00:00,0,105,17:20-17:30,475.2753322222224,475.2753322222224,0.0,2025-01-31
2025-02-01,00:00,0,106,17:30-17:40,480.1214894444445,480.1214894444445,0.0,2025-01-31
2025-02-01,00:00,0,107,17:40-17:50,466.88043222222205,466.88043222222205,0.0,2025-01-31
2025-02-01,00:00,0,108,17:50-18:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,109,18:00-18:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,110,18:10-18:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,111,18:20-18:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,112,18:30-18:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,113,18:40-18:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,114,18:50-19:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,115,19:00-19:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,116,19:10-19:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,117,19:20-19:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,118,19:30-19:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,119,19:40-19:50,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,120,19:50-20:00,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,121,20:00-20:10,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,122,20:10-20:20,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,123,20:20-20:30,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,124,20:30-20:40,0.0,0.0,0.0,2025-01-31
2025-02-01,00:00,0,125,20:40-20:50,149.91019544444453,149.91019544444453,0.0,2025-01-31
2025-02-01,00:00,0,126,20:50-21:00,542.3447777777777,542.3447777777777,0.0,2025-01-31
2025-02-01,00:00,0,127,21:00-21:10,515.6093333333334,515.6093333333334,0.0,2025-01-31
2025-02-01,00:00,0,128,21:10-21:20,487.68772500000006,487.68772500000006,0.0,2025-01-31
2025-02-01,00:00,0,129,21:20-21:30,505.1936666666666,505.1936666666666,0.0,2025-01-31
2025-02-01,00:00,0,130,21:30-21:40,511.4414279999999,511.4414279999999,0.0,2025-01-31
2025-02-01,00:00,0,131,21:40-21:50,490.84040666666687,490.84040666666687,0.0,2025-01-31
2025-02-01,00:00,0,132,21:50-22:00,1279.212722222222,1279.212722222222,0.0,2025-01-31
2025-02-01,00:00,0,133,22:00-22:10,1257.802323333333,1257.802323333333,0.0,2025-01-31
2025-02-01,00:00,0,134,22:10-22:20,444.99150055555555,444.99150055555555,0.0,2025-01-31
2025-02-01,00:00,0,135,22:20-22:30,1308.4019999999998,1308.4019999999998,0.0,2025-01-31
2025-02-01,00:00,0,136,22:30-22:40,1280.0091044444443,1280.0091044444443,0.0,2025-01-31
2025-02-01,00:00,0,137,22:40-22:50,1267.1754883333333,1267.1754883333333,0.0,2025-01-31
2025-02-01,00:00,0,138,22:50-23:00,1274.9468333333332,1274.9468333333332,0.0,2025-01-31
2025-02-01,00:00,0,139,23:00-23:10,1089.739688333333,1089.739688333333,0.0,2025-01-31
2025-02-01,00:00,0,140,23:10-23:20,1268.1300372222222,1268.1300372222222,0.0,2025-01-31
2025-02-01,00:00,0,141,23:20-23:30,1288.7258333333332,1288.7258333333332,0.0,2025-01-31
2025-02-01,00:00,0,142,23:30-23:40,1280.0660294444444,1280.0660294444444,0.0,2025-01-31
2025-02-01,00:00,0,143,23:40-23:50,515.4915772222223,515.4915772222223,0.0,2025-01-31
2025-02-01,00:00,0,144,23:50-24:00,627.2651666666667,627.2651666666667,0.0,2025-01-31
2025-02-01,06:00,36,37,06:00-06:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,38,06:10-06:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,39,06:20-06:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,40,06:30-06:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,41,06:40-06:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,42,06:50-07:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,43,07:00-07:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,44,07:10-07:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,45,07:20-07:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,46,07:30-07:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,47,07:40-07:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,48,07:50-08:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,49,08:00-08:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,50,08:10-08:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,51,08:20-08:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,52,08:30-08:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,53,08:40-08:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,54,08:50-09:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,55,09:00-09:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,56,09:10-09:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,57,09:20-09:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,58,09:30-09:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,59,09:40-09:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,60,09:50-10:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,61,10:00-10:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,62,10:10-10:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,63,10:20-10:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,64,10:30-10:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,65,10:40-10:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,66,10:50-11:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,67,11:00-11:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,68,11:10-11:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,69,11:20-11:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,70,11:30-11:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,71,11:40-11:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,72,11:50-12:00,482.78552777777776,482.78552777777776,0.0,2025-01-31
2025-02-01,06:00,36,73,12:00-12:10,467.7828896666667,467.7828896666667,0.0,2025-01-31
2025-02-01,06:00,36,74,12:10-12:20,505.87597999999986,505.87597999999986,0.0,2025-01-31
2025-02-01,06:00,36,75,12:20-12:30,543.2884438888887,543.2884438888887,0.0,2025-01-31
2025-02-01,06:00,36,76,12:30-12:40,544.8519822222224,544.8519822222224,0.0,2025-01-31
2025-02-01,06:00,36,77,12:40-12:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,78,12:50-13:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,79,13:00-13:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,80,13:10-13:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,81,13:20-13:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,82,13:30-13:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,83,13:40-13:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,84,13:50-14:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,85,14:00-14:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,86,14:10-14:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,87,14:20-14:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,88,14:30-14:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,89,14:40-14:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,90,14:50-15:00,192.97700000000017,192.97700000000017,0.0,2025-01-31
2025-02-01,06:00,36,91,15:00-15:10,522.465414650206,522.465414650206,0.0,2025-01-31
2025-02-01,06:00,36,92,15:10-15:20,244.4767683333334,244.4767683333334,0.0,2025-01-31
2025-02-01,06:00,36,93,15:20-15:30,309.1163688888889,309.1163688888889,0.0,2025-01-31
2025-02-01,06:00,36,94,15:30-15:40,350.891560888889,350.891560888889,0.0,2025-01-31
2025-02-01,06:00,36,95,15:40-15:50,410.13147611111117,410.13147611111117,0.0,2025-01-31
2025-02-01,06:00,36,96,15:50-16:00,435.2627711111113,435.2627711111113,0.0,2025-01-31
2025-02-01,06:00,36,97,16:00-16:10,441.97777133333324,441.97777133333324,0.0,2025-01-31
2025-02-01,06:00,36,98,16:10-16:20,459.40856655555575,459.40856655555575,0.0,2025-01-31
2025-02-01,06:00,36,99,16:20-16:30,518.2665566666668,518.2665566666668,0.0,2025-01-31
2025-02-01,06:00,36,100,16:30-16:40,524.0421592222219,524.0421592222219,0.0,2025-01-31
2025-02-01,06:00,36,101,16:40-16:50,481.10808522222266,481.10808522222266,0.0,2025-01-31
2025-02-01,06:00,36,102,16:50-17:00,430.9944722222222,430.9944722222222,0.0,2025-01-31
2025-02-01,06:00,36,103,17:00-17:10,454.44644888888894,454.44644888888894,0.0,2025-01-31
2025-02-01,06:00,36,104,17:10-17:20,469.94481666666655,469.94481666666655,0.0,2025-01-31
2025-02-01,06:00,36,105,17:20-17:30,475.2753322222224,475.2753322222224,0.0,2025-01-31
2025-02-01,06:00,36,106,17:30-17:40,480.1214894444445,480.1214894444445,0.0,2025-01-31
2025-02-01,06:00,36,107,17:40-17:50,466.88043222222205,466.88043222222205,0.0,2025-01-31
2025-02-01,06:00,36,108,17:50-18:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,109,18:00-18:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,110,18:10-18:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,111,18:20-18:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,112,18:30-18:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,113,18:40-18:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,114,18:50-19:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,115,19:00-19:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,116,19:10-19:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,117,19:20-19:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,118,19:30-19:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,119,19:40-19:50,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,120,19:50-20:00,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,121,20:00-20:10,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,122,20:10-20:20,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,123,20:20-20:30,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,124,20:30-20:40,0.0,0.0,0.0,2025-01-31
2025-02-01,06:00,36,125,20:40-20:50,149.91019544444453,149.91019544444453,0.0,2025-01-31
2025-02-01,06:00,36,126,20:50-21:00,542.3447777777777,542.3447777777777,0.0,2025-01-31
2025-02-01,06:00,36,127,21:00-21:10,515.6093333333334,515.6093333333334,0.0,2025-01-31
2025-02-01,06:00,36,128,21:10-21:20,487.68772500000006,487.68772500000006,0.0,2025-01-31
2025-02-01,06:00,36,129,21:20-21:30,505.1936666666666,505.1936666666666,0.0,2025-01-31
2025-02-01,06:00,36,130,21:30-21:40,511.4414279999999,511.4414279999999,0.0,2025-01-31
2025-02-01,06:00,36,131,21:40-21:50,490.84040666666687,490.84040666666687,0.0,2025-01-31
2025-02-01,06:00,36,132,21:50-22:00,1279.212722222222,1279.212722222222,0.0,2025-01-31
2025-02-01,06:00,36,133,22:00-22:10,1257.802323333333,1257.802323333333,0.0,2025-01-31
2025-02-01,06:00,36,134,22:10-22:20,444.99150055555555,444.99150055555555,0.0,2025-01-31
2025-02-01,06:00,36,135,22:20-22:30,1308.4019999999998,1308.4019999999998,0.0,2025-01-31
2025-02-01,06:00,36,136,22:30-22:40,1280.0091044444443,1280.0091044444443,0.0,2025-01-31
2025-02-01,06:00,36,137,22:40-22:50,1267.1754883333333,1267.1754883333333,0.0,2025-01-31
2025-02-01,06:00,36,138,22:50-23:00,1274.9468333333332,1274.9468333333332,0.0,2025-01-31
2025-02-01,06:00,36,139,23:00-23:10,1089.739688333333,1089.739688333333,0.0,2025-01-31
2025-02-01,06:00,36,140,23:10-23:20,1268.1300372222222,1268.1300372222222,0.0,2025-01-31
2025-02-01,06:00,36,141,23:20-23:30,1288.7258333333332,1288.7258333333332,0.0,2025-01-31
2025-02-01,06:00,36,142,23:30-23:40,1280.0660294444444,1280.0660294444444,0.0,2025-01-31
2025-02-01,06:00,36,143,23:40-23:50,515.4915772222223,515.4915772222223,0.0,2025-01-31
2025-02-01,06:00,36,144,23:50-24:00,627.2651666666667,627.2651666666667,0.0,2025-01-31
2025-02-01,12:00,72,73,12:00-12:10,467.7828896666667,467.7828896666667,0.0,2025-01-31
2025-02-01,12:00,72,74,12:10-12:20,505.87597999999986,505.87597999999986,0.0,2025-01-31
2025-02-01,12:00,72,75,12:20-12:30,543.2884438888887,543.2884438888887,0.0,2025-01-31
2025-02-01,12:00,72,76,12:30-12:40,544.8519822222224,544.8519822222224,0.0,2025-01-31
2025-02-01,12:00,72,77,12:40-12:50,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,78,12:50-13:00,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,79,13:00-13:10,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,80,13:10-13:20,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,81,13:20-13:30,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,82,13:30-13:40,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,83,13:40-13:50,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,84,13:50-14:00,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,85,14:00-14:10,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,86,14:10-14:20,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,87,14:20-14:30,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,88,14:30-14:40,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,89,14:40-14:50,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,90,14:50-15:00,192.97700000000017,192.97700000000017,0.0,2025-01-31
2025-02-01,12:00,72,91,15:00-15:10,522.465414650206,522.465414650206,0.0,2025-01-31
2025-02-01,12:00,72,92,15:10-15:20,244.4767683333334,244.4767683333334,0.0,2025-01-31
2025-02-01,12:00,72,93,15:20-15:30,309.1163688888889,309.1163688888889,0.0,2025-01-31
2025-02-01,12:00,72,94,15:30-15:40,350.891560888889,350.891560888889,0.0,2025-01-31
2025-02-01,12:00,72,95,15:40-15:50,410.13147611111117,410.13147611111117,0.0,2025-01-31
2025-02-01,12:00,72,96,15:50-16:00,435.2627711111113,435.2627711111113,0.0,2025-01-31
2025-02-01,12:00,72,97,16:00-16:10,441.97777133333324,441.97777133333324,0.0,2025-01-31
2025-02-01,12:00,72,98,16:10-16:20,459.40856655555575,459.40856655555575,0.0,2025-01-31
2025-02-01,12:00,72,99,16:20-16:30,518.2665566666668,518.2665566666668,0.0,2025-01-31
2025-02-01,12:00,72,100,16:30-16:40,524.0421592222219,524.0421592222219,0.0,2025-01-31
2025-02-01,12:00,72,101,16:40-16:50,481.10808522222266,481.10808522222266,0.0,2025-01-31
2025-02-01,12:00,72,102,16:50-17:00,430.9944722222222,430.9944722222222,0.0,2025-01-31
2025-02-01,12:00,72,103,17:00-17:10,454.44644888888894,454.44644888888894,0.0,2025-01-31
2025-02-01,12:00,72,104,17:10-17:20,469.94481666666655,469.94481666666655,0.0,2025-01-31
2025-02-01,12:00,72,105,17:20-17:30,475.2753322222224,475.2753322222224,0.0,2025-01-31
2025-02-01,12:00,72,106,17:30-17:40,480.1214894444445,480.1214894444445,0.0,2025-01-31
2025-02-01,12:00,72,107,17:40-17:50,466.88043222222205,466.88043222222205,0.0,2025-01-31
2025-02-01,12:00,72,108,17:50-18:00,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,109,18:00-18:10,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,110,18:10-18:20,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,111,18:20-18:30,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,112,18:30-18:40,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,113,18:40-18:50,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,114,18:50-19:00,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,115,19:00-19:10,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,116,19:10-19:20,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,117,19:20-19:30,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,118,19:30-19:40,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,119,19:40-19:50,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,120,19:50-20:00,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,121,20:00-20:10,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,122,20:10-20:20,0.0,0.0,0.0,2025-01-31
2025-02-01,12:00,72,123,20:20-20:30,0.0,0.0,0.0,2025-01-31
